observation_date,Year,Start Month,Start Day,End Month,End Day,Start Date (Temp),End Date (Temp),Start Date (String),End Date (String),ZAFPROMANMISMEI,South Africa Industrial Production
1994-06-01,1994,6,1,6,30,1994-06-01,1994-06-30,1994-06-01,1994-06-30,74.3205298036552,74.32
1994-07-01,1994,7,1,7,31,1994-07-01,1994-07-31,1994-07-01,1994-07-29,75.3274849539178,75.33
1994-08-01,1994,8,1,8,31,1994-08-01,1994-08-31,1994-08-01,1994-08-31,74.0999816701106,74.10
1994-09-01,1994,9,1,9,30,1994-09-01,1994-09-30,1994-09-01,1994-09-30,77.5058891664710,77.51
1994-10-01,1994,10,1,10,31,1994-10-01,1994-10-31,1994-10-03,1994-10-31,77.7159541171866,77.72
1994-11-01,1994,11,1,11,30,1994-11-01,1994-11-30,1994-11-01,1994-11-30,78.8334441138426,78.83
1994-12-01,1994,12,1,12,31,1994-12-01,1994-12-31,1994-12-01,1994-12-30,80.2103005483804,80.21
1995-01-01,1995,1,1,1,31,1995-01-01,1995-01-31,1995-01-02,1995-01-31,78.7351535105229,78.74
1995-02-01,1995,2,1,2,28,1995-02-01,1995-02-28,1995-02-01,1995-02-28,80.3626824018391,80.36
1995-03-01,1995,3,1,3,31,1995-03-01,1995-03-31,1995-03-01,1995-03-31,80.1391132539994,80.14
1995-04-01,1995,4,1,4,30,1995-04-01,1995-04-30,1995-04-03,1995-04-28,80.5574042336531,80.56
1995-05-01,1995,5,1,5,31,1995-05-01,1995-05-31,1995-05-01,1995-05-31,81.8981659360621,81.90
1995-06-01,1995,6,1,6,30,1995-06-01,1995-06-30,1995-06-01,1995-06-30,80.9972127251378,81.00
1995-07-01,1995,7,1,7,31,1995-07-01,1995-07-31,1995-07-03,1995-07-31,82.6846463916786,82.68
1995-08-01,1995,8,1,8,31,1995-08-01,1995-08-31,1995-08-01,1995-08-31,82.8837290777914,82.88
1995-09-01,1995,9,1,9,30,1995-09-01,1995-09-30,1995-09-01,1995-09-29,82.3620669973874,82.36
1995-10-01,1995,10,1,10,31,1995-10-01,1995-10-31,1995-10-02,1995-10-31,82.6723053586619,82.67
1995-11-01,1995,11,1,11,30,1995-11-01,1995-11-30,1995-11-01,1995-11-30,81.1414743720830,81.14
1995-12-01,1995,12,1,12,31,1995-12-01,1995-12-31,1995-12-01,1995-12-29,81.3808690180450,81.38
